Project,Title,app.location,Narration
CNA Recertification Theory + Clinical Support,M10 L09 C01 Overview,module.m10.lesson.l09.card.c01_overview,"CCCCO Module 10 Objective 9 focuses on: Describe abnormal breathing patterns. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M10 L09 C02 01 Delivery,module.m10.lesson.l09.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 10, Objective 9: Describe abnormal breathing patterns. A. Labored; the patient/resident struggles or works hard to breathe B. Orthopnea; breathing possible only when person sits or stands C. Stertorous; patient/resident makes snoring sounds while breathing (indicates partial airway obstruction) D. Abdominal; breathing using mostly the abdominal muscles E. Shallow; breathing with only the upper part of the lungs F. Dyspnea; painful or difficult breathing G. Tachypnea; respiratory rate above 24/minute H. Bradypnea; respiratory rate less than 10/minute I. Apnea; absence of breathing J. Cheyne-stokes respirations gradually increase in rate and depth

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M10 L09 C02 02 Delivery,module.m10.lesson.l09.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 10, Objective 9: and then become shallow and slow, then a period of apnea B. Reports abnormal breathing pattern or change in patient’s/resident’s appearance or behavior to licensed nurse

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M10 L09 C70 01 Activity,module.m10.lesson.l09.card.c70_01_activity,"Active learning task: use the CCCCO Module 10 terms for this objective (Temperature: Blood Pressure Pulse Respiration Pain (effects , Vital signs), Afebrile, Axilla, Celsius, Fahrenheit) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M10 L09 C90 Challenge,module.m10.lesson.l09.card.c90_challenge,"Practice challenge for CCCCO Module 10 Objective 9: Practice check: For CCCCO Module 10 Objective 9, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M10 L09 C91 Debrief,module.m10.lesson.l09.card.c91_debrief,"Debrief for CCCCO Module 10 Objective 9. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M10 L10 C01 Overview,module.m10.lesson.l10.card.c01_overview,"CCCCO Module 10 Objective 10 focuses on: Describe the process for taking TPR as a combined procedure. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M10 L10 C02 01 Delivery,module.m10.lesson.l10.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 10, Objective 10: Describe the process for taking temperature, pulse and respiration (TPR) as a combined procedure. A. The temperature is taken first, then the pulse, followed by respirations B. Be sure to remember the pulse rate while counting the respirations so they can be documented together C. Try not to stop to record the pulse before counting the respirations demonstration of TPR measurement measurement of TPR in one process B. Reports abnormal to licensed nurse

CNA scope boundary: TPR performance remains a hands-on clinical skill; online theory introduces process, observation, reporting, and scope."
CNA Recertification Theory + Clinical Support,M10 L10 C70 01 Activity,module.m10.lesson.l10.card.c70_01_activity,"Active learning task: use the CCCCO Module 10 terms for this objective (Temperature: Blood Pressure Pulse Respiration Pain (effects , Vital signs), Afebrile, Axilla, Celsius, Fahrenheit) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M10 L10 C90 Challenge,module.m10.lesson.l10.card.c90_challenge,"Practice challenge for CCCCO Module 10 Objective 10: Practice check: For CCCCO Module 10 Objective 10, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M10 L10 C91 Debrief,module.m10.lesson.l10.card.c91_debrief,"Debrief for CCCCO Module 10 Objective 10. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M10 L11 C01 Overview,module.m10.lesson.l11.card.c01_overview,"CCCCO Module 10 Objective 11 focuses on: Describe what happens in the circulatory system to produce blood pressure. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M10 L11 C02 01 Delivery,module.m10.lesson.l11.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 10, Objective 11: Describe what happens in the circulatory system to produce blood pressure. A. Circulatory system and blood pressure 1. Blood Pressure is the force (pressure) of the blood pushing against the walls of arteries 2. Systolic pressure (first number of reading) a. Heart contracts forcing blood into the artery b. Pressure at highest in arteries 3. Diastolic pressure (second number of reading) a. Heart at rest b. Pressure at lowest in arteries; arteries completely open 4. Thumping sounds a. Produced as blood flows through the arteries

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M10 L11 C02 02 Delivery,module.m10.lesson.l11.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 10, Objective 11: b. Heard in large arteries of limbs 5. Sounds correspond to numbers a. Represents millimeters of mercury (mm Hg), seen on sphygmomanometer b. First sound heard when taking blood pressure is systolic pressure 1) Contraction of heart muscle 2) Closure of the mitral and tricuspid valves c. Last sound heard when taking the blood pressure is diastolic pressure B. Ask students to research pulse pressure reading and disorders where this would be indicated 1) Relaxation of heart muscle 2) Closure of aortic and pulmonic valves

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
